code,eta,d,p,pl,sigma,errors,shots
css,0.5,13,0.008200000000000011,0.1639111178902756,0.0008640334408108186,30089,183569
css,0.5,13,0.008300000000000012,0.17233428733661021,0.0009044786256167392,30047,174353
css,0.5,13,0.008400000000000012,0.18096906012842964,0.0009444682467070475,30070,166161
css,0.5,13,0.008500000000000011,0.18990773178693401,0.0009836691536458941,30194,158993
css,0.5,13,0.008600000000000012,0.19669085175565426,0.001016720411708999,30064,152849
css,0.5,13,0.008700000000000013,0.20560308101291708,0.0010551408378262905,30163,146705
css,0.5,13,0.008800000000000013,0.21432687587595423,0.0010945259184385325,30126,140561
css,0.5,13,0.008900000000000012,0.2251487463604614,0.0011397846395607147,30235,134289
css,0.5,13,0.009000000000000013,0.2353574017914916,0.001184471225798872,30190,128273
css,0.5,13,0.009100000000000014,0.2436643849520515,0.0012232906913874353,30008,123153
css,0.5,13,0.009200000000000014,0.24733683236577717,0.0012346224232110958,30207,122129
css,0.5,13,0.009300000000000013,0.2577066721363314,0.0012786146898468576,30154,117009
css,0.5,13,0.009400000000000014,0.2647603500179924,0.0013070950770340262,30166,113937
css,0.5,13,0.009500000000000015,0.2740415691772653,0.0013457995874570083,30101,109841
css,0.5,13,0.009600000000000015,0.28440115371885194,0.0013872955318725566,30074,105745
css,0.5,13,0.009700000000000014,0.2922553207903797,0.0014123253897382892,30306,103697
css,0.5,13,0.009800000000000015,0.2994186335403727,0.0014438231877769714,30129,100625
css,0.5,13,0.009900000000000016,0.3097290703515012,0.0014803984188132557,30215,97553
css,0.5,13,0.010000000000000016,0.318233295583239,0.0015153624207969174,30067,94481
css,0.5,15,0.004,0.0015666666666666667,7.22273060545823e-05,470,300000
css,0.5,15,0.0041,0.0019,7.95238053507883e-05,570,300000
css,0.5,15,0.004200000000000001,0.0024433333333333334,9.015136409256221e-05,733,300000
css,0.5,15,0.004300000000000001,0.00281,9.665951491668288e-05,843,300000
css,0.5,15,0.004400000000000001,0.0032833333333333334,0.00010445676244938331,985,300000
css,0.5,15,0.004500000000000001,0.004046666666666666,0.00011591804022469208,1214,300000
css,0.5,15,0.004600000000000002,0.004563333333333333,0.0001230624823244401,1369,300000
css,0.5,15,0.004700000000000002,0.005443333333333333,0.0001343440941780653,1633,300000
css,0.5,15,0.004800000000000002,0.00642,0.00014582608823259825,1926,300000
css,0.5,15,0.0049000000000000024,0.007356666666666667,0.00015602703576199708,2207,300000
css,0.5,15,0.005000000000000003,0.008736666666666667,0.00016991284937389363,2621,300000
css,0.5,15,0.005100000000000003,0.009716666666666667,0.0001790998067679999,2915,300000
css,0.5,15,0.005200000000000003,0.011563333333333333,0.00019519545577215656,3469,300000
css,0.5,15,0.0053000000000000035,0.01311,0.0002076766314411515,3933,300000
css,0.5,15,0.005400000000000004,0.015083333333333334,0.00022253509594608034,4525,300000
css,0.5,15,0.005500000000000004,0.016906666666666667,0.00023538304818372657,5072,300000
css,0.5,15,0.005600000000000004,0.019303333333333332,0.0002512065669205317,5791,300000
css,0.5,15,0.0057000000000000045,0.02141,0.00026427451353383535,6423,300000
css,0.5,15,0.005800000000000005,0.025123333333333334,0.0002857319344137105,7537,300000
css,0.5,15,0.005900000000000005,0.027656666666666666,0.00029940178971702217,8297,300000
css,0.5,15,0.006000000000000005,0.031336666666666665,0.00031809490697560366,9401,300000
css,0.5,15,0.006100000000000006,0.03461,0.0003337302227909983,10383,300000
css,0.5,15,0.006200000000000006,0.03865,0.00035193163692762153,11595,300000
css,0.5,15,0.006300000000000006,0.042453333333333336,0.0003681105365890766,12736,300000
css,0.5,15,0.006400000000000006,0.047363333333333334,0.00038781688341213427,14209,300000
css,0.5,15,0.006500000000000007,0.05124,0.0004025542267114754,15372,300000
css,0.5,15,0.006600000000000007,0.056986666666666665,0.00042324012710365233,17096,300000
css,0.5,15,0.006700000000000007,0.06216,0.00044081961196852995,18648,300000
css,0.5,15,0.006800000000000007,0.06824666666666666,0.00046039645436801724,20474,300000
css,0.5,15,0.006900000000000008,0.07453666666666667,0.00047951824937796095,22361,300000
css,0.5,15,0.007000000000000008,0.08117,0.0004986039417571309,24351,300000
css,0.5,15,0.007100000000000008,0.08812,0.0005175427944668076,26436,300000
css,0.5,15,0.0072000000000000085,0.09435666666666667,0.0005337095020169075,28307,300000
